IUID,Endemicity,Prev_Year2000,Prev_Year2001,Prev_Year2002,Prev_Year2003,Prev_Year2004,Prev_Year2005,Prev_Year2006,Prev_Year2007,Prev_Year2008,Prev_Year2009,Prev_Year2010,Prev_Year2011,Prev_Year2012,Prev_Year2013,Prev_Year2014,Prev_Year2015,Prev_Year2016,Prev_Year2017,Prev_Year2018,Prev_Year2019,Prev_Year2020,Lower_Bound_Year2000,Lower_Bound_Year2001,Lower_Bound_Year2002,Lower_Bound_Year2003,Lower_Bound_Year2004,Lower_Bound_Year2005,Lower_Bound_Year2006,Lower_Bound_Year2007,Lower_Bound_Year2008,Lower_Bound_Year2009,Lower_Bound_Year2010,Lower_Bound_Year2011,Lower_Bound_Year2012,Lower_Bound_Year2013,Lower_Bound_Year2014,Lower_Bound_Year2015,Lower_Bound_Year2016,Lower_Bound_Year2017,Lower_Bound_Year2018,Lower_Bound_Year2019,Lower_Bound_Year2020,Upper_Bound_Year2000,Upper_Bound_Year2001,Upper_Bound_Year2002,Upper_Bound_Year2003,Upper_Bound_Year2004,Upper_Bound_Year2005,Upper_Bound_Year2006,Upper_Bound_Year2007,Upper_Bound_Year2008,Upper_Bound_Year2009,Upper_Bound_Year2010,Upper_Bound_Year2011,Upper_Bound_Year2012,Upper_Bound_Year2013,Upper_Bound_Year2014,Upper_Bound_Year2015,Upper_Bound_Year2016,Upper_Bound_Year2017,Upper_Bound_Year2018,Upper_Bound_Year2019,Upper_Bound_Year2020
NGA36775,Requiring PC,0.02618,0.0261,0.02602,0.02594,0.02588,0.0258,0.02572,0.02563,0.0255,0.02535,0.02518,0.02495,0.02425,0.02342,0.02283,0.02218,0.01968,0.01749,0.01644,0.01538,0.01431,0.00402,0.00402,0.00402,0.00402,0.00401,0.00403,0.00405,0.00403,0.00403,0.00405,0.00406,0.00404,0.00399,0.00389,0.00379,0.00369,0.00326,0.00287,0.00269,0.00243,0.00219,0.07355,0.0735,0.0734,0.07312,0.07276,0.07251,0.07229,0.07182,0.07166,0.07133,0.07068,0.06996,0.06731,0.06435,0.06299,0.06161,0.05409,0.04782,0.04496,0.04221,0.03939
NGA36759,Requiring PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NGA36783,Requiring PC,0.03872,0.03863,0.03854,0.03845,0.03836,0.03824,0.03813,0.03801,0.03785,0.03766,0.03745,0.0372,0.03609,0.03481,0.03403,0.0332,0.0217,0.0154,0.01112,0.00792,0.00553,0.00848,0.00851,0.00849,0.00854,0.00858,0.00857,0.00862,0.00864,0.0086,0.00862,0.00861,0.00862,0.00848,0.00827,0.00804,0.00778,0.00495,0.00304,0.00174,0.00094,0.00053,0.1017,0.10145,0.10112,0.10081,0.10051,0.1002,0.1,0.09964,0.09921,0.09889,0.09839,0.09772,0.09386,0.08999,0.08843,0.08655,0.0532,0.03746,0.02773,0.02047,0.01481
NGA37089,Requiring PC,0.01833,0.01821,0.01809,0.01797,0.01784,0.01769,0.01747,0.0173,0.01711,0.01695,0.01677,0.01658,0.01512,0.01463,0.01322,0.01195,0.01065,0.00944,0.00882,0.00818,0.00756,0.00095,0.00094,0.00098,0.00099,0.001,0.00102,0.00098,0.00101,0.00105,0.00106,0.00114,0.0012,0.00092,9E-04,0.00078,0.00073,0.00068,0.00059,0.00053,0.00051,0.00049,0.05795,0.05738,0.05676,0.05621,0.05553,0.05466,0.0541,0.05373,0.05304,0.05255,0.05209,0.05142,0.04657,0.04476,0.04089,0.0373,0.03349,0.02993,0.02817,0.02639,0.02456
CMR07485,Under surveillance,0.0331,0.03296,0.03283,0.03263,0.03247,0.0324,0.03224,0.03206,0.03175,0.03142,0.03125,0.02123,0.01508,0.01114,0.00821,0.00592,0.00544,0.00376,0.00356,0.00333,0.00308,0.00409,0.00422,0.00437,0.00451,0.0047,0.00488,0.005,0.00531,0.00537,0.00545,0.00563,0.00352,0.00214,0.00147,0.00115,0.001,0.001,0.00098,0.00097,0.00098,0.00097,0.1016,0.10078,0.09987,0.09875,0.09785,0.09688,0.09593,0.0949,0.09403,0.09303,0.09235,0.06554,0.04881,0.03787,0.02964,0.02297,0.0218,0.01654,0.01602,0.01551,0.01478
ETH19286,Non-endemic,0.00229,0.00228,0.00224,0.00222,0.00221,0.0022,0.00217,0.00213,0.00212,0.00208,0.00203,0.002,0.00194,0.00189,0.00184,0.00179,0.00173,0.00167,0.00163,0.0016,0.00155,0.00011,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00708,0.00712,0.00697,0.00683,0.00682,0.00672,0.00645,0.00636,0.00629,0.00597,0.00583,0.00558,0.00544,0.00527,0.00504,0.00474,0.00446,0.00427,0.00428,0.00427,0.00427
SEN40181,Requiring PC,0.02752,0.02743,0.02732,0.0272,0.02708,0.02694,0.02679,0.02664,0.02647,0.02626,0.02551,0.02461,0.02354,0.02236,0.01945,0.01699,0.0114,0.00793,0.00555,0.00385,0.00263,0.00337,0.00334,0.00336,0.00336,0.00339,0.00339,0.00341,0.00343,0.00345,0.00347,0.00342,0.00337,0.00325,0.00314,0.00273,0.00237,0.00139,0.00078,0.00049,0.00034,3E-04,0.08525,0.08479,0.08437,0.0838,0.08347,0.08293,0.08247,0.08204,0.0814,0.08085,0.07782,0.0744,0.07082,0.06721,0.05784,0.05005,0.03303,0.02348,0.01711,0.01246,0.00897
BFA05334,Under surveillance,0.15113,0.15137,0.15169,0.15193,0.15221,0.10616,0.07886,0.06052,0.04696,0.0364,0.02805,0.02949,0.02009,0.01427,0.00958,0.00648,0.00631,0.00609,0.00583,0.0059,0.00565,0.0444,0.04474,0.04502,0.04505,0.04513,0.02898,0.01981,0.01402,0.0099,0.00687,0.00447,0.00413,0.00198,0.00084,4E-04,0.00029,0.00029,0.00029,0.00029,0.00029,0.00029,0.35832,0.35841,0.35863,0.35857,0.35887,0.28644,0.23239,0.19015,0.15544,0.12752,0.10529,0.11796,0.08835,0.07041,0.0516,0.03749,0.03839,0.03836,0.03834,0.04241,0.04243
NGA36779,Requiring PC,0.03337,0.03329,0.03321,0.03311,0.03304,0.03296,0.03288,0.03277,0.03262,0.03243,0.03222,0.03196,0.031,0.02991,0.0292,0.02842,0.02514,0.02232,0.021,0.01966,0.01831,0.00721,0.00722,0.00717,0.00725,0.00725,0.00728,0.00734,0.00732,0.00733,0.00735,0.00733,0.00735,0.00722,0.00704,0.00678,0.00662,0.00583,0.00509,0.00474,0.00434,0.00393,0.08764,0.08731,0.08727,0.087,0.08672,0.08634,0.08604,0.08559,0.085,0.0845,0.0841,0.08334,0.08028,0.07655,0.075,0.07341,0.06417,0.05653,0.05326,0.04999,0.0469
NGA36760,Requiring PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NGA36486,Unknown,0.0341,0.03397,0.03383,0.03372,0.03357,0.03344,0.03329,0.03318,0.033,0.03284,0.03258,0.03223,0.03125,0.0301,0.02936,0.0286,0.02731,0.0259,0.02452,0.02304,0.02159,0.00229,0.0023,0.00227,0.00228,0.00229,0.00239,0.00239,0.00244,0.00247,0.00248,0.00251,0.00257,0.00255,0.0025,0.00242,0.00237,0.00226,0.00221,0.00208,0.00193,0.0018,0.11766,0.11736,0.11698,0.11643,0.11541,0.1152,0.11438,0.11403,0.11317,0.11271,0.11172,0.1109,0.10632,0.10162,0.09985,0.09813,0.09359,0.0883,0.0836,0.07879,0.07399
TCD10680,Non-endemic,0.00434,0.00419,0.00406,0.00388,0.0038,0.00362,0.00345,0.00323,0.0031,0.00294,0.00272,0.0026,0.00238,0.00217,0.00198,0.0018,0.00162,0.0015,0.00156,0.00161,0.00167,0.0011,0.0011,0.0011,0.00111,0.00111,0.0011,0.00111,0.00112,0.00111,0.00111,0.00111,0.00113,0.00112,0.00114,0.00114,0.00113,0.00113,0.00112,0.00112,0.00112,0.00114,0.02215,0.02156,0.0201,0.019,0.01831,0.01672,0.01577,0.01453,0.01406,0.01334,0.01256,0.01206,0.01112,0.01008,0.00887,0.00763,0.00693,0.00595,0.00659,0.0073,0.0076
SDN53308,Unknown,0.00827,0.00812,0.00797,0.00779,0.00762,0.00747,0.00732,0.00712,0.00691,0.00672,0.00656,0.00634,0.00614,0.00588,0.00568,0.00545,0.00516,0.00483,0.00465,0.00442,0.00419,0.00091,0.00092,0.00092,0.00092,0.00092,0.00091,0.00091,0.00091,0.00093,0.00092,0.00092,0.00092,0.00092,0.00091,0.00092,0.00091,0.00091,9E-04,9E-04,0.00091,9E-04,0.03989,0.03877,0.03798,0.03743,0.03638,0.03547,0.03495,0.03376,0.03309,0.0318,0.03099,0.03029,0.02944,0.02843,0.02777,0.02658,0.02534,0.02379,0.02288,0.02189,0.02082
SDN53360,Unknown,0.03439,0.0343,0.0342,0.03404,0.03393,0.03382,0.03363,0.03346,0.03327,0.03298,0.03278,0.03253,0.03225,0.03195,0.03157,0.0305,0.02929,0.02798,0.02662,0.02523,0.02386,0.00048,0.00048,0.00049,0.00048,0.00047,0.00047,0.00049,0.00048,0.00048,0.00048,0.00048,0.00048,0.00047,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,0.00045,0.00046,0.16743,0.16743,0.16775,0.16707,0.16677,0.16648,0.16607,0.16578,0.16556,0.16513,0.16476,0.16458,0.16388,0.16342,0.16206,0.15584,0.14952,0.14303,0.1365,0.1298,0.12346
SDN53301,Unknown,0.0683,0.06828,0.0683,0.06824,0.06818,0.06816,0.06808,0.06793,0.0678,0.06759,0.06738,0.06714,0.06682,0.06644,0.06603,0.06389,0.06152,0.05896,0.05634,0.05372,0.05105,0.00223,0.00221,0.00222,0.00219,0.00221,0.00222,0.00222,0.00217,0.00221,0.00222,0.00229,0.0023,0.00236,0.00228,0.00231,0.00229,0.00228,0.00222,0.00208,0.00194,0.00173,0.29124,0.29158,0.29156,0.29207,0.29191,0.29211,0.29205,0.29217,0.29237,0.29244,0.29289,0.29308,0.29282,0.29302,0.29303,0.28579,0.27838,0.27072,0.26259,0.25478,0.24722
ETH18530,Non-endemic,0.00414,0.00393,0.0038,0.00363,0.00358,0.00336,0.00314,0.0029,0.00271,0.00255,0.00236,0.00221,0.00203,0.00179,0.00161,0.00142,0.00123,0.0011,0.00118,0.00125,0.00132,0.00119,0.0012,0.00119,0.0012,0.00119,0.00119,0.0012,0.00121,0.0012,0.0012,0.0012,0.00122,0.00121,0.00123,0.00123,0.00123,0.00122,0.00122,0.00122,0.00121,0.00123,0.02224,0.0213,0.01993,0.01903,0.01892,0.01675,0.01521,0.01415,0.01245,0.01188,0.01138,0.01087,0.00959,0.00868,0.00784,0.00647,0.00562,0.00346,0.00529,0.0058,0.00599
ETH18524,Non-endemic,0.00424,0.00406,0.00388,0.00366,0.00353,0.00334,0.00312,0.00288,0.00272,0.00254,0.00234,0.00223,0.00203,0.0018,0.00163,0.00144,0.00127,0.00112,0.0012,0.00125,0.00131,0.00112,0.00113,0.00113,0.00113,0.00113,0.00112,0.00113,0.00114,0.00114,0.00114,0.00114,0.00116,0.00115,0.00116,0.00116,0.00115,0.00115,0.00115,0.00115,0.00115,0.00117,0.02162,0.02026,0.01931,0.01744,0.01768,0.01593,0.01447,0.01339,0.01204,0.01146,0.01092,0.01037,0.00925,0.00838,0.00776,0.00668,0.00567,0.00395,0.00548,0.00594,0.00609
ERI17453,Non-endemic,0.00533,0.00526,0.00518,0.00507,0.00495,0.00483,0.00476,0.00466,0.00455,0.0044,0.00422,0.00399,0.00373,0.00345,0.00318,0.00293,0.00268,0.00243,0.00227,0.00209,0.00195,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00038,0.00038,0.00039,0.00039,0.00039,0.00038,0.00039,0.00039,0.00039,0.00038,0.00038,0.00038,0.00038,0.00038,0.00038,0.022,0.0212,0.02139,0.0211,0.02045,0.02025,0.01995,0.0192,0.01877,0.0181,0.01729,0.01611,0.01502,0.01361,0.01254,0.01163,0.01073,0.00979,0.00919,0.00864,0.00816
SEN40183,Requiring PC,0.03118,0.03108,0.03098,0.03085,0.03072,0.03056,0.03041,0.03023,0.02999,0.02971,0.02881,0.02778,0.02658,0.02525,0.02193,0.01447,0.01018,0.00722,0.00504,0.00348,0.0033,0.00343,0.00347,0.00349,0.00352,0.00353,0.00356,0.00357,0.00357,0.00357,0.00358,0.00353,0.00348,0.00338,0.00326,0.00278,0.00165,0.00091,0.00052,0.00037,3E-04,0.00029,0.09721,0.09672,0.09639,0.09611,0.0956,0.09502,0.09455,0.0942,0.09357,0.09292,0.08934,0.08538,0.08131,0.07696,0.06591,0.04261,0.03059,0.02243,0.01635,0.01184,0.01141
MLI29996,Under surveillance,0.16785,0.16817,0.1684,0.16861,0.16897,0.16924,0.16945,0.11997,0.08633,0.08072,0.0598,0.04442,0.03219,0.03125,0.03108,0.02163,0.01519,0.01058,0.01019,0.00975,0.00921,0.04239,0.04273,0.04315,0.04354,0.04381,0.04414,0.04429,0.02878,0.01871,0.01676,0.01123,0.00755,0.00483,0.00447,0.00403,0.00222,0.00125,0.00073,0.00068,0.00062,0.00056,0.4207,0.42065,0.42072,0.42088,0.42103,0.421,0.42121,0.34066,0.27003,0.2579,0.20138,0.15519,0.11587,0.11459,0.1181,0.08704,0.06508,0.04781,0.04772,0.04757,0.0469
BFA05316,Under surveillance,0.19922,0.19948,0.19981,0.20003,0.2003,0.2007,0.14456,0.10895,0.0843,0.06585,0.05127,0.05384,0.03735,0.02671,0.01805,0.01213,0.01173,0.01128,0.01073,0.01064,0.01005,0.05684,0.05749,0.05783,0.05812,0.05857,0.05864,0.03687,0.02494,0.01754,0.01242,0.00853,0.00812,0.00453,0.00235,0.00121,0.00068,0.00065,6E-04,0.00055,0.00051,0.00049,0.46422,0.46401,0.46394,0.46361,0.46341,0.46373,0.37854,0.3096,0.25309,0.20685,0.16769,0.1829,0.13651,0.10548,0.0759,0.0548,0.05485,0.05497,0.05446,0.05804,0.05694
NGA37042,Requiring PC,0.04246,0.04238,0.04229,0.04221,0.04213,0.04205,0.04193,0.04181,0.04166,0.04149,0.04128,0.04097,0.03968,0.0382,0.0374,0.03652,0.03222,0.02856,0.02689,0.02522,0.02355,0.00866,0.00868,0.0087,0.00861,0.00861,0.00872,0.00876,0.00878,0.00883,0.00885,0.00889,0.00884,0.0087,0.00847,0.00826,0.0081,0.00712,0.00621,0.00581,0.00534,0.00486,0.11599,0.11585,0.11533,0.11483,0.11459,0.11452,0.11415,0.11402,0.11379,0.11318,0.11246,0.11169,0.10723,0.10285,0.10134,0.09979,0.08726,0.07784,0.07361,0.06961,0.0655
NGA37043,Requiring PC,0.06864,0.06864,0.06857,0.06847,0.06838,0.06823,0.0681,0.06799,0.06787,0.0677,0.06753,0.06728,0.06521,0.06288,0.06193,0.06097,0.05395,0.03529,0.02507,0.01828,0.01328,0.01609,0.01613,0.01625,0.01632,0.01639,0.01641,0.01652,0.01651,0.01665,0.01672,0.01673,0.0168,0.01661,0.01628,0.01606,0.01566,0.01395,0.00889,0.00572,0.00355,0.00201,0.17748,0.17712,0.17685,0.17655,0.17682,0.17668,0.17634,0.17623,0.17578,0.17564,0.17529,0.17497,0.16939,0.16385,0.16273,0.16152,0.14528,0.10121,0.07667,0.0593,0.04607
NGA36752,Requiring PC,0.03062,0.03054,0.03044,0.03034,0.03024,0.03009,0.02996,0.02979,0.02963,0.02943,0.0292,0.02892,0.02805,0.02703,0.02634,0.02561,0.01679,0.01512,0.01051,0.00737,0.00513,0.00528,0.0053,0.00527,0.00531,0.00531,0.00532,0.00533,0.00534,0.00536,0.00534,0.00534,0.00533,0.00525,0.00513,0.00499,0.00479,0.00298,0.0026,0.00147,0.00075,4E-04,0.08424,0.08403,0.08363,0.0834,0.08293,0.08243,0.08205,0.08159,0.08109,0.08056,0.07991,0.07925,0.0762,0.07288,0.07147,0.06997,0.04359,0.03932,0.02768,0.01995,0.01425
NGA36751,Requiring PC,0.02594,0.02587,0.02579,0.02568,0.02561,0.02553,0.02545,0.02536,0.02522,0.02505,0.02487,0.02464,0.02394,0.02314,0.02254,0.02188,0.01942,0.01727,0.01623,0.01518,0.01412,0.00422,0.00422,0.00418,0.0042,0.00423,0.00419,0.00423,0.00421,0.00421,0.0042,0.00427,0.00422,0.00418,0.0041,0.00397,0.00384,0.00339,0.00302,0.00276,0.00251,0.00223,0.07011,0.06969,0.06938,0.06878,0.06873,0.06868,0.06838,0.06783,0.06747,0.06699,0.06643,0.06587,0.06336,0.06065,0.05937,0.05808,0.051,0.04492,0.04247,0.0399,0.03735
NGA36782,Requiring PC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NGA36659,Requiring PC,0.027,0.02692,0.02682,0.02673,0.02664,0.02651,0.02633,0.02615,0.02597,0.02578,0.02558,0.02532,0.02292,0.02206,0.01991,0.01798,0.01599,0.01417,0.01321,0.01225,0.01132,0.00396,0.004,0.00402,0.00404,0.00407,0.00409,0.00406,0.00409,0.00411,0.00411,0.0041,0.0041,0.00369,0.00357,0.00314,0.00275,0.00232,0.00194,0.00168,0.00146,0.00127,0.07741,0.07721,0.07686,0.07651,0.07616,0.07573,0.07516,0.07448,0.07398,0.07346,0.07289,0.07221,0.06399,0.06132,0.05549,0.05034,0.04481,0.03977,0.03731,0.0347,0.03228
NGA37081,Non-endemic,0.01242,0.0123,0.01217,0.01203,0.01187,0.01172,0.01156,0.01145,0.01129,0.01112,0.01089,0.01066,0.01033,0.00994,0.00955,0.00914,0.00865,0.00814,0.00775,0.00731,0.00685,0.00077,0.00076,0.00078,0.00077,0.00077,0.00078,0.00078,0.00078,0.00078,8E-04,8E-04,8E-04,0.00081,8E-04,0.00079,8E-04,0.00079,0.00079,0.00077,0.00076,0.00075,0.04618,0.04562,0.04443,0.04386,0.04314,0.04239,0.04171,0.04098,0.04006,0.03923,0.0382,0.03724,0.03578,0.03417,0.03275,0.03134,0.02968,0.02789,0.02668,0.02528,0.02394
NGA37085,Non-endemic,0.01701,0.01686,0.01668,0.01655,0.01638,0.01623,0.01611,0.01599,0.01581,0.01567,0.01546,0.01524,0.01473,0.01421,0.01377,0.01328,0.01263,0.01195,0.01136,0.01071,0.01005,0.00121,0.00122,0.00123,0.00124,0.00125,0.00128,0.00128,0.00129,0.00131,0.00131,0.00131,0.00132,0.00133,0.00133,0.00132,0.00131,0.00128,0.00125,0.00118,0.00112,0.00106,0.05919,0.05852,0.0577,0.05687,0.056,0.05516,0.0548,0.05389,0.05307,0.05239,0.05166,0.05091,0.04879,0.04667,0.04533,0.04399,0.04183,0.03944,0.03757,0.03563,0.03373
TCD10684,Non-endemic,0.03552,0.03548,0.03543,0.03537,0.03529,0.03519,0.03499,0.03481,0.03461,0.03444,0.0342,0.03397,0.03365,0.03335,0.033,0.03261,0.03218,0.03177,0.03139,0.03095,0.03054,0.00617,0.00629,0.00639,0.00658,0.00671,0.00685,0.00695,0.00708,0.00724,0.00731,0.00741,0.00757,0.00759,0.00772,0.00771,0.00774,0.00765,0.00766,0.00728,0.00702,0.00672,0.09714,0.09651,0.09605,0.09538,0.09456,0.09392,0.09323,0.09237,0.09116,0.09025,0.08926,0.08832,0.08742,0.08655,0.0854,0.08436,0.08315,0.08218,0.08198,0.08171,0.08119
TCD10725,Non-endemic,0.00602,0.00582,0.00567,0.00543,0.0053,0.00507,0.0048,0.00452,0.0043,0.00405,0.00382,0.00364,0.00344,0.00316,0.00296,0.00276,0.00253,0.00232,0.00239,0.00242,0.00244,0.00119,0.0012,0.00119,0.0012,0.0012,0.00119,0.00119,0.0012,0.0012,0.0012,0.0012,0.00122,0.00121,0.00122,0.00122,0.00122,0.00122,0.00122,0.00121,0.00121,0.00123,0.02878,0.02793,0.02717,0.02538,0.02463,0.02347,0.02169,0.0207,0.01981,0.01907,0.01802,0.01712,0.01589,0.01489,0.01371,0.01297,0.01192,0.01116,0.01157,0.01172,0.01193
SDN53341,Unknown,0.00824,0.00815,0.00808,0.00799,0.00789,0.00779,0.00771,0.00757,0.00743,0.00727,0.00712,0.00697,0.00681,0.00665,0.00646,0.0062,0.00593,0.00561,0.00537,0.00508,0.00478,0.00048,0.00048,0.00048,0.00048,0.00048,0.00047,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00048,0.00047,0.00047,0.00047,0.00047,0.00047,0.00046,0.00047,0.00047,0.04041,0.03989,0.0393,0.03874,0.03843,0.03802,0.03756,0.03685,0.03623,0.03545,0.03476,0.03409,0.03344,0.03277,0.0322,0.03107,0.02981,0.0283,0.02708,0.0256,0.0242
SDN53223,Requiring PC,0.0071,0.00702,0.00692,0.00683,0.00672,0.00663,0.00654,0.0064,0.00628,0.00615,0.00601,0.00588,0.00574,0.00558,0.00541,0.0052,0.00497,0.00469,0.0045,0.00426,0.00401,0.00049,5E-04,5E-04,5E-04,5E-04,0.00049,5E-04,5E-04,5E-04,5E-04,5E-04,5E-04,0.00049,0.00049,0.00049,0.00049,0.00048,0.00048,0.00048,0.00048,0.00049,0.03378,0.03297,0.03251,0.03218,0.03176,0.03145,0.03088,0.03026,0.02972,0.02906,0.02839,0.0278,0.02727,0.02663,0.02598,0.02501,0.02399,0.02275,0.0218,0.02065,0.01948
SDN53318,Unknown,0.00904,0.00894,0.00883,0.00871,0.00859,0.00847,0.00837,0.00823,0.00808,0.00792,0.00776,0.0076,0.00743,0.00723,0.00704,0.00679,0.00649,0.00615,0.00589,0.00556,0.00524,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00055,0.00056,0.00055,0.00055,0.00055,0.00055,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.00054,0.04451,0.04384,0.04313,0.04256,0.04209,0.04154,0.04092,0.0401,0.03951,0.03885,0.0382,0.03757,0.03694,0.03624,0.03552,0.03431,0.03274,0.03116,0.02976,0.02822,0.02669
SDN53239,Unknown,0.00917,0.00907,0.00896,0.00884,0.00873,0.00862,0.00851,0.00837,0.00823,0.00807,0.00792,0.00775,0.00758,0.00739,0.0072,0.00695,0.00665,0.0063,0.00603,0.0057,0.00537,0.00053,0.00053,0.00054,0.00053,0.00053,0.00053,0.00054,0.00053,0.00054,0.00054,0.00053,0.00054,0.00053,0.00052,0.00053,0.00053,0.00052,0.00052,0.00052,0.00053,0.00053,0.04512,0.04434,0.04386,0.04312,0.0427,0.04211,0.04133,0.04069,0.04016,0.03948,0.03882,0.03823,0.03757,0.03688,0.03616,0.03483,0.03329,0.03169,0.03027,0.02873,0.02718
SDN53264,Unknown,0.00989,0.00978,0.00966,0.00952,0.00938,0.00925,0.00913,0.00894,0.00876,0.00856,0.00839,0.00819,0.008,0.00776,0.00757,0.0073,0.00696,0.00658,0.00629,0.00597,0.00562,0.00067,0.00068,0.00068,0.00068,0.00068,0.00067,0.00068,0.00068,0.00069,0.00068,0.00068,0.00068,0.00068,0.00067,0.00068,0.00067,0.00067,0.00067,0.00066,0.00067,0.00067,0.04769,0.04704,0.04633,0.0453,0.0444,0.04371,0.04275,0.04196,0.04135,0.04053,0.03984,0.03916,0.03844,0.03753,0.03672,0.03534,0.03378,0.03209,0.03071,0.02922,0.02776
ETH18627,Non-endemic,0.00237,0.00236,0.00233,0.0023,0.00229,0.00228,0.00225,0.00221,0.0022,0.00216,0.00212,0.00207,0.00202,0.00197,0.00191,0.00186,0.0018,0.00174,0.00169,0.00165,0.00161,0.00012,0.00013,0.00013,0.00012,0.00013,0.00013,0.00013,0.00012,0.00013,0.00013,0.00012,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00743,0.00735,0.00719,0.00707,0.00712,0.00692,0.00665,0.00661,0.00656,0.00632,0.00608,0.00579,0.0057,0.00543,0.00519,0.00491,0.00466,0.00441,0.00439,0.0044,0.00435
ETH18673,Non-endemic,0.00234,0.00232,0.00229,0.00227,0.00225,0.00223,0.00219,0.00215,0.00212,0.00208,0.00204,0.002,0.00195,0.00189,0.00183,0.00178,0.00172,0.00165,0.00162,0.00158,0.00155,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00015,0.00014,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00014,0.00015,0.00014,0.00015,0.00771,0.0077,0.00756,0.00747,0.00738,0.00718,0.00682,0.00667,0.00654,0.00624,0.00601,0.00575,0.00562,0.00549,0.00514,0.00483,0.00451,0.00428,0.00432,0.00435,0.00437
BFA05365,Under surveillance,0.22084,0.22125,0.22164,0.22189,0.16157,0.12224,0.09502,0.07441,0.05808,0.04503,0.03486,0.0377,0.0252,0.0175,0.0115,0.01118,0.01077,0.01028,0.00976,0.00973,0.00922,0.07064,0.07076,0.07094,0.07109,0.04411,0.02985,0.02127,0.0154,0.01083,0.00738,0.00484,0.00445,0.00219,0.00098,0.00043,0.00042,0.00038,0.00033,0.00025,0.00023,0.00023,0.49037,0.48999,0.49002,0.49009,0.40187,0.3299,0.27083,0.22198,0.17944,0.14572,0.11937,0.13644,0.10022,0.07833,0.05702,0.05701,0.05654,0.05561,0.05478,0.05909,0.05849
NGA37063,Requiring PC,0.0324,0.0323,0.03221,0.03213,0.03203,0.03191,0.03181,0.03166,0.03147,0.03121,0.03094,0.03061,0.02753,0.02641,0.02378,0.01606,0.01132,0.00806,0.00567,0.00393,0.00372,0.00597,0.00595,0.00595,0.00601,0.00603,0.00605,0.00612,0.00614,0.00607,0.00607,0.00603,0.00597,0.00544,0.0052,0.00457,0.00268,0.0015,0.00085,0.00041,0.00024,0.00023,0.09055,0.09016,0.08969,0.08928,0.08913,0.08869,0.08845,0.08801,0.08731,0.08708,0.08616,0.08558,0.07558,0.0725,0.06545,0.04268,0.0305,0.02223,0.01607,0.01144,0.01081
SDN53317,Unknown,0.00862,0.0085,0.00837,0.00823,0.00809,0.00796,0.00784,0.00764,0.00746,0.00726,0.00708,0.00688,0.00669,0.00646,0.00625,0.00599,0.0057,0.00536,0.00515,0.00488,0.0046,0.00076,0.00077,0.00077,0.00077,0.00077,0.00076,0.00077,0.00076,0.00077,0.00077,0.00077,0.00077,0.00077,0.00076,0.00076,0.00075,0.00075,0.00075,0.00074,0.00075,0.00075,0.04191,0.04092,0.03997,0.0395,0.03883,0.03822,0.03783,0.03655,0.03567,0.0348,0.03409,0.03327,0.03252,0.03164,0.03093,0.02974,0.02851,0.02693,0.02583,0.02457,0.02328
