IUID,Endemicity,Prev_Year2000,Prev_Year2001,Prev_Year2002,Prev_Year2003,Prev_Year2004,Prev_Year2005,Prev_Year2006,Prev_Year2007,Prev_Year2008,Prev_Year2009,Prev_Year2010,Prev_Year2011,Prev_Year2012,Prev_Year2013,Prev_Year2014,Prev_Year2015,Prev_Year2016,Prev_Year2017,Prev_Year2018,Prev_Year2019,Prev_Year2020,Lower_Bound_Year2000,Lower_Bound_Year2001,Lower_Bound_Year2002,Lower_Bound_Year2003,Lower_Bound_Year2004,Lower_Bound_Year2005,Lower_Bound_Year2006,Lower_Bound_Year2007,Lower_Bound_Year2008,Lower_Bound_Year2009,Lower_Bound_Year2010,Lower_Bound_Year2011,Lower_Bound_Year2012,Lower_Bound_Year2013,Lower_Bound_Year2014,Lower_Bound_Year2015,Lower_Bound_Year2016,Lower_Bound_Year2017,Lower_Bound_Year2018,Lower_Bound_Year2019,Lower_Bound_Year2020,Upper_Bound_Year2000,Upper_Bound_Year2001,Upper_Bound_Year2002,Upper_Bound_Year2003,Upper_Bound_Year2004,Upper_Bound_Year2005,Upper_Bound_Year2006,Upper_Bound_Year2007,Upper_Bound_Year2008,Upper_Bound_Year2009,Upper_Bound_Year2010,Upper_Bound_Year2011,Upper_Bound_Year2012,Upper_Bound_Year2013,Upper_Bound_Year2014,Upper_Bound_Year2015,Upper_Bound_Year2016,Upper_Bound_Year2017,Upper_Bound_Year2018,Upper_Bound_Year2019,Upper_Bound_Year2020
BFA05368,Under surveillance,0.15834,0.15869,0.15892,0.15926,0.15964,0.15992,0.11173,0.08282,0.06365,0.0495,0.03827,0.03989,0.02771,0.01984,0.01353,0.01321,0.0127,0.01214,0.0115,0.01141,0.01077,0.04501,0.04551,0.0461,0.04644,0.04676,0.04707,0.02947,0.01975,0.01344,0.00915,0.00584,0.00545,0.00284,0.00124,0.00071,0.00068,0.00062,0.00058,0.00055,0.00055,0.00054,0.37694,0.37703,0.37681,0.37679,0.37695,0.37687,0.30177,0.24532,0.20174,0.16611,0.13663,0.14976,0.11444,0.09078,0.06807,0.0682,0.06765,0.06686,0.06554,0.06903,0.06797
NER35312,Requiring PC,0.06856,0.06845,0.06838,0.06828,0.06817,0.06807,0.06793,0.06772,0.06748,0.04479,0.03253,0.02447,0.02295,0.01694,0.01238,0.00909,0.00602,0.00593,0.00581,0.00562,0.00543,0.01512,0.01521,0.01531,0.01537,0.01543,0.0155,0.01554,0.01548,0.01548,0.01031,0.00697,0.00456,0.00401,0.00235,0.00133,0.00074,0.00031,0.00029,0.00026,0.00025,0.00024,0.18721,0.18713,0.18735,0.18732,0.18731,0.18753,0.18766,0.18757,0.18758,0.13285,0.10217,0.08179,0.08164,0.06587,0.05344,0.0439,0.03338,0.03518,0.03668,0.03781,0.03921
TCD10729,Non-endemic,0.00652,0.0064,0.00624,0.00602,0.00586,0.00571,0.0055,0.00532,0.00515,0.00494,0.00471,0.00458,0.00434,0.0041,0.00389,0.00365,0.00344,0.00325,0.00325,0.00323,0.00322,0.00094,0.00094,0.00095,0.00095,0.00095,0.00094,0.00095,0.00096,0.00095,0.00096,0.00095,0.00096,0.00096,0.00097,0.00097,0.00095,0.00096,0.00095,0.00096,0.00095,0.00097,0.03011,0.02921,0.02812,0.02702,0.02614,0.02536,0.02478,0.02385,0.02314,0.02231,0.02115,0.01995,0.0193,0.01827,0.01747,0.01678,0.01601,0.01521,0.01536,0.01505,0.01516
SDN53357,Unknown,0.0236,0.0235,0.02342,0.02331,0.02318,0.02305,0.02292,0.02275,0.02256,0.02232,0.0221,0.02188,0.02163,0.02134,0.02105,0.02033,0.0195,0.01858,0.01768,0.01671,0.01575,0.00042,0.00041,0.00042,0.00042,0.00041,0.00041,0.00042,0.00042,0.00042,0.00041,0.00042,0.00042,0.00041,0.00041,0.00041,0.00041,0.00041,0.00041,0.00041,0.00041,0.00041,0.11956,0.11962,0.11936,0.11919,0.11921,0.11873,0.11832,0.11781,0.11732,0.1165,0.11602,0.11555,0.11482,0.11401,0.11275,0.10805,0.10304,0.09751,0.09231,0.08707,0.08162
SEN40213,Requiring PC,0.14806,0.14823,0.14842,0.14862,0.14869,0.14874,0.14876,0.14874,0.14857,0.14822,0.14349,0.13825,0.13255,0.12675,0.11858,0.11053,0.07072,0.0487,0.03483,0.02531,0.01785,0.048,0.04817,0.04817,0.04839,0.04832,0.04848,0.04838,0.04832,0.04803,0.04771,0.04632,0.04469,0.04261,0.04062,0.0379,0.03503,0.02155,0.01413,0.00956,0.00633,0.00403,0.31291,0.31329,0.31318,0.31322,0.31382,0.31391,0.31431,0.31473,0.31491,0.31498,0.30706,0.29846,0.28997,0.28048,0.26735,0.25373,0.18623,0.13861,0.10385,0.08,0.05949
ETH19297,Non-endemic,0.00435,0.00416,0.00402,0.00385,0.00379,0.00359,0.00336,0.00314,0.00296,0.00278,0.00258,0.00244,0.00227,0.00203,0.00186,0.00168,0.00149,0.00134,0.00141,0.00146,0.00152,0.00111,0.00111,0.00111,0.00112,0.00111,0.00111,0.00111,0.00112,0.00111,0.00112,0.00112,0.00113,0.00113,0.00114,0.00114,0.00114,0.00113,0.00113,0.00113,0.00113,0.00114,0.02204,0.02122,0.02008,0.01881,0.01892,0.01673,0.01538,0.01407,0.01306,0.01232,0.01191,0.0112,0.01012,0.00925,0.00842,0.00733,0.00626,0.00476,0.00601,0.00646,0.00665
ETH19291,Non-endemic,0.00249,0.00246,0.00243,0.00241,0.00239,0.00235,0.00231,0.00226,0.00219,0.00215,0.0021,0.00204,0.00198,0.00192,0.00184,0.00178,0.00172,0.00164,0.00161,0.00159,0.00157,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,2E-04,2E-04,0.00019,2E-04,2E-04,2E-04,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00019,0.00849,0.0087,0.00875,0.00858,0.00838,0.00821,0.00797,0.00766,0.00722,0.00703,0.00666,0.00636,0.00621,0.00599,0.00556,0.00519,0.00498,0.00451,0.00466,0.00474,0.00478
ETH19313,Non-endemic,0.00247,0.00244,0.00241,0.00239,0.00238,0.00236,0.00232,0.00227,0.00223,0.0022,0.00216,0.0021,0.00205,0.00199,0.00193,0.00188,0.00182,0.00176,0.00172,0.00169,0.00164,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00015,0.00802,0.00798,0.00781,0.00778,0.00762,0.00745,0.00718,0.00698,0.00682,0.00662,0.00639,0.00612,0.00602,0.00576,0.00543,0.00518,0.00491,0.00465,0.00467,0.0047,0.00464
SEN40164,Requiring PC,0.06091,0.06084,0.06076,0.0607,0.06059,0.0605,0.0604,0.06027,0.06009,0.05981,0.05794,0.05575,0.05333,0.05071,0.04721,0.04367,0.03777,0.02412,0.01664,0.01173,0.00815,0.01362,0.01361,0.01376,0.01382,0.01388,0.01385,0.01393,0.014,0.01398,0.01394,0.01388,0.01358,0.01326,0.01272,0.012,0.01127,0.0096,0.00562,0.00333,0.00189,0.00108,0.15628,0.15561,0.15555,0.15564,0.15492,0.15447,0.15437,0.15425,0.15398,0.15353,0.14787,0.14145,0.13491,0.12867,0.11961,0.11047,0.09661,0.06266,0.04464,0.03352,0.0249
SEN40176,Requiring PC,0.01247,0.01239,0.01232,0.01223,0.01214,0.01206,0.01198,0.01188,0.01179,0.01165,0.01136,0.01102,0.01057,0.01005,0.00941,0.00875,0.0076,0.00501,0.00344,0.00237,0.00162,0.00035,0.00035,0.00036,0.00034,0.00033,0.00034,0.00034,0.00035,0.00035,0.00035,0.00034,0.00034,0.00034,0.00033,0.00032,0.00031,0.00027,0.00022,0.00019,0.00018,0.00018,0.03875,0.0383,0.03791,0.03745,0.03714,0.03677,0.03636,0.03608,0.03568,0.03532,0.03406,0.03279,0.03134,0.0298,0.02786,0.02588,0.02255,0.01533,0.0109,0.00787,0.00563
MLI30040,Under surveillance,0.60538,0.60485,0.60418,0.60393,0.60345,0.60332,0.60303,0.60268,0.592,0.58134,0.57045,0.55947,0.54087,0.52206,0.51243,0.50346,0.49412,0.47626,0.45789,0.43926,0.42057,0.26621,0.26741,0.26839,0.27007,0.27158,0.27256,0.27334,0.27397,0.26772,0.26172,0.25488,0.2477,0.23605,0.22432,0.21659,0.21008,0.20256,0.19138,0.17987,0.16798,0.15644,0.87577,0.87437,0.87124,0.87117,0.86998,0.87045,0.86755,0.86766,0.85401,0.84579,0.83624,0.8304,0.81199,0.793,0.78878,0.78497,0.77858,0.76139,0.74034,0.72344,0.7034
MLI30000,Under surveillance,0.14472,0.14512,0.14542,0.1457,0.14587,0.14599,0.14613,0.10059,0.07094,0.06604,0.04861,0.03597,0.02605,0.02526,0.02501,0.02468,0.01692,0.01151,0.01106,0.01056,0.01,0.03799,0.0387,0.03919,0.03958,0.04004,0.04022,0.04032,0.02574,0.01627,0.01438,0.0094,0.00599,0.00364,0.00333,0.00296,0.00257,0.00131,8E-04,0.00073,0.00068,0.00064,0.35812,0.35808,0.35798,0.35804,0.35805,0.3585,0.35899,0.28568,0.22609,0.21578,0.16942,0.13191,0.09938,0.09859,0.10238,0.10601,0.07856,0.05691,0.05667,0.05621,0.05539
NER35321,Under surveillance,0.06881,0.0688,0.06874,0.06865,0.06851,0.06839,0.06823,0.06809,0.06795,0.06248,0.04229,0.03075,0.02306,0.01727,0.01282,0.00945,0.00922,0.0089,0.00856,0.00814,0.00773,0.01401,0.01411,0.01419,0.01428,0.01431,0.01437,0.0144,0.01442,0.01444,0.01322,0.00879,0.00591,0.00382,0.00235,0.0014,0.00082,0.00072,0.00063,0.00055,0.00044,0.00038,0.19357,0.19377,0.19378,0.19366,0.19362,0.1937,0.1938,0.19386,0.19396,0.18093,0.13255,0.10345,0.08325,0.06769,0.05559,0.04611,0.04823,0.05013,0.05158,0.05272,0.05335
NER35299,Requiring PC,0.04756,0.04744,0.04736,0.04721,0.04719,0.04715,0.04712,0.04715,0.04699,0.0468,0.04654,0.03145,0.0231,0.02159,0.01999,0.01438,0.00977,0.00945,0.00624,0.006,0.0057,0.00448,0.00457,0.0047,0.00477,0.00493,0.00505,0.00527,0.00555,0.00558,0.00569,0.00594,0.00378,0.0021,0.0019,0.00174,0.00133,0.00115,0.00114,0.00108,0.00108,0.00107,0.16533,0.16539,0.16477,0.16409,0.16366,0.16377,0.16323,0.16292,0.16214,0.16202,0.16149,0.10873,0.08032,0.0782,0.07597,0.05753,0.04143,0.0416,0.03031,0.03032,0.03
SDN53342,Unknown,0.00745,0.00738,0.00731,0.00724,0.00716,0.00709,0.00701,0.00692,0.0068,0.00668,0.00655,0.00642,0.00627,0.00611,0.00595,0.00574,0.00549,0.00522,0.00499,0.00471,0.00443,4E-04,0.00039,4E-04,4E-04,0.00039,0.00039,4E-04,4E-04,4E-04,4E-04,4E-04,4E-04,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.00039,0.03654,0.03597,0.03573,0.03525,0.03498,0.03448,0.03418,0.03348,0.03302,0.03226,0.03168,0.0311,0.03048,0.0297,0.02912,0.02819,0.02708,0.0257,0.02455,0.02327,0.02196
SDN53263,Unknown,0.00879,0.00867,0.00848,0.00826,0.0081,0.00794,0.00778,0.00755,0.00737,0.00714,0.00694,0.00668,0.00648,0.00623,0.00604,0.0058,0.00552,0.00516,0.00497,0.00473,0.00449,0.00096,0.00096,0.00096,0.00095,0.00096,0.00096,0.00096,0.00096,0.00097,0.00097,0.00096,0.00096,0.00096,0.00096,0.00096,0.00095,0.00095,0.00094,0.00095,0.00096,0.00095,0.04412,0.04256,0.04181,0.04098,0.03976,0.03884,0.03817,0.03689,0.03616,0.03502,0.03432,0.03362,0.03245,0.03158,0.03078,0.02948,0.02809,0.02651,0.02548,0.02439,0.02315
ETH19306,Non-endemic,0.0023,0.00228,0.00224,0.00223,0.00222,0.0022,0.00216,0.00212,0.00208,0.00204,0.002,0.00196,0.0019,0.00186,0.00179,0.00174,0.00168,0.00163,0.00159,0.00157,0.00152,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00015,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00771,0.00782,0.00766,0.00745,0.00728,0.00722,0.00672,0.00651,0.00644,0.00614,0.00591,0.00563,0.00556,0.00543,0.00514,0.00486,0.00455,0.00429,0.00435,0.00441,0.00443
ETH19321,Non-endemic,0.00235,0.00235,0.00231,0.00229,0.00229,0.00227,0.00223,0.00219,0.00217,0.00213,0.00209,0.00204,0.00198,0.00193,0.00188,0.00183,0.00177,0.00172,0.00167,0.00163,0.00158,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00738,0.00732,0.00723,0.00716,0.00712,0.00687,0.00664,0.00663,0.00653,0.0063,0.0061,0.00573,0.00565,0.00539,0.00512,0.0048,0.00459,0.00436,0.00437,0.00434,0.00434
ETH19277,Non-endemic,0.00236,0.00234,0.00231,0.0023,0.00229,0.00227,0.00223,0.00218,0.00215,0.00211,0.00207,0.00203,0.00197,0.00192,0.00186,0.00181,0.00176,0.0017,0.00166,0.00162,0.00157,0.00013,0.00013,0.00013,0.00012,0.00013,0.00013,0.00013,0.00013,0.00012,0.00013,0.00013,0.00012,0.00012,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00795,0.00799,0.00787,0.0077,0.00761,0.00739,0.00707,0.00689,0.00671,0.00642,0.00623,0.0061,0.0059,0.00568,0.00535,0.00505,0.00482,0.00457,0.00465,0.00465,0.00455
ETH19290,Non-endemic,0.0024,0.00238,0.00236,0.00234,0.00233,0.00231,0.00228,0.00225,0.00223,0.0022,0.00216,0.00212,0.00207,0.00202,0.00197,0.00191,0.00185,0.0018,0.00175,0.00171,0.00166,7E-05,7E-05,7E-05,7E-05,7E-05,7E-05,7E-05,7E-05,6E-05,7E-05,7E-05,6E-05,6E-05,7E-05,7E-05,8E-05,8E-05,8E-05,8E-05,8E-05,8E-05,0.00741,0.00731,0.00725,0.0071,0.00704,0.00696,0.00677,0.00675,0.0066,0.00636,0.00628,0.00616,0.0059,0.00558,0.00543,0.00517,0.00495,0.00469,0.00468,0.00464,0.00462
ETH18507,Non-endemic,0.00482,0.00462,0.00446,0.00425,0.00414,0.00394,0.00367,0.00342,0.00321,0.003,0.00279,0.00264,0.00245,0.00218,0.002,0.0018,0.0016,0.00142,0.0015,0.00156,0.00161,0.00117,0.00118,0.00118,0.00118,0.00118,0.00117,0.00118,0.00119,0.00118,0.00119,0.00119,0.0012,0.00119,0.00121,0.0012,0.0012,0.0012,0.0012,0.0012,0.00119,0.00121,0.02409,0.02355,0.02231,0.02064,0.02056,0.01856,0.01685,0.01525,0.01444,0.01354,0.01283,0.01221,0.01098,0.0099,0.009,0.00814,0.00656,0.00547,0.00635,0.00664,0.00705
BFA05362,Under surveillance,0.08883,0.08882,0.08882,0.08883,0.08874,0.08853,0.05831,0.04226,0.03198,0.02434,0.01845,0.0185,0.01252,0.00874,0.00844,0.00806,0.00764,0.00712,0.00664,0.00638,0.00598,0.02444,0.02481,0.02506,0.0254,0.02541,0.02546,0.01664,0.01111,0.0076,0.00484,0.00287,0.0026,0.00114,0.00053,5E-04,0.00045,0.00044,0.00043,0.00043,0.00042,0.00042,0.21787,0.21782,0.21828,0.21834,0.21893,0.21909,0.16136,0.12851,0.10544,0.08735,0.07363,0.08051,0.06256,0.05136,0.05193,0.05181,0.05122,0.04997,0.04879,0.05076,0.04978
TCD10661,Non-endemic,0.00346,0.00337,0.00325,0.00315,0.00305,0.00292,0.00278,0.00269,0.00255,0.0024,0.00227,0.00218,0.00204,0.00189,0.00179,0.00163,0.00152,0.0014,0.00142,0.0015,0.0015,0.00076,0.00075,0.00076,0.00076,0.00076,0.00076,0.00077,0.00077,0.00076,0.00076,0.00076,0.00076,0.00077,0.00077,0.00078,0.00077,0.00077,0.00076,0.00077,0.00076,0.00077,0.01634,0.01583,0.01526,0.0145,0.01392,0.01296,0.01238,0.012,0.01097,0.01043,0.00954,0.00885,0.00841,0.00755,0.00687,0.00572,0.00543,0.00405,0.00531,0.00545,0.00563
SDN53207,Requiring PC,0.03006,0.02996,0.02988,0.02977,0.02964,0.02951,0.02935,0.02918,0.02898,0.02872,0.02848,0.02824,0.02797,0.02764,0.0273,0.02637,0.0253,0.02412,0.02294,0.02172,0.02049,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,0.00047,0.00047,0.00047,0.00047,0.00047,0.00046,0.00046,0.00046,0.00046,0.00046,0.00046,0.00045,0.00045,0.00045,0.00045,0.14447,0.14412,0.14453,0.14429,0.14348,0.14313,0.14247,0.14212,0.14175,0.14121,0.14049,0.13971,0.13888,0.1384,0.13782,0.13229,0.12664,0.12064,0.11433,0.10831,0.10252
SEN40171,Requiring PC,0.00785,0.00777,0.00771,0.00764,0.00757,0.00751,0.00743,0.00734,0.00727,0.00717,0.00699,0.00679,0.00651,0.00618,0.00578,0.00536,0.00468,0.00311,0.00215,0.00149,0.00102,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00025,0.00024,0.00025,0.00025,0.00025,0.00024,0.00025,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.00024,0.02737,0.02713,0.0267,0.02623,0.02574,0.0255,0.02515,0.02474,0.02437,0.02386,0.0231,0.02219,0.0212,0.02001,0.01866,0.01727,0.01519,0.01054,0.00767,0.00569,0.00424
MLI29994,Under surveillance,0.20033,0.20082,0.20124,0.20161,0.20187,0.20212,0.20239,0.14658,0.10678,0.10021,0.07451,0.05537,0.04008,0.039,0.03894,0.03879,0.02652,0.01783,0.01716,0.01637,0.01547,0.0501,0.05072,0.05114,0.05147,0.05186,0.05206,0.05213,0.03296,0.02077,0.01852,0.01236,0.00826,0.00521,0.00483,0.00436,0.00387,0.00205,0.00113,0.001,0.00091,0.00081,0.49806,0.49755,0.49728,0.49693,0.49685,0.49699,0.49675,0.40887,0.32798,0.31338,0.24553,0.18924,0.14017,0.13849,0.14207,0.14584,0.10516,0.07449,0.07372,0.07261,0.07076
NER35317,Requiring PC,0.09788,0.09789,0.09792,0.09787,0.09781,0.09774,0.09764,0.09752,0.06586,0.0481,0.03651,0.02795,0.02687,0.02014,0.02049,0.01508,0.01009,0.01007,0.01003,0.00992,0.00974,0.02246,0.02251,0.02259,0.02261,0.02264,0.02268,0.02267,0.02259,0.01519,0.01056,0.00737,0.00507,0.00452,0.00295,0.00272,0.00168,0.00083,0.00074,0.00067,0.00061,0.00052,0.26439,0.2643,0.26412,0.26402,0.26399,0.26422,0.2643,0.26458,0.20385,0.16306,0.13218,0.10781,0.10997,0.08905,0.09708,0.07793,0.05821,0.06085,0.06326,0.06572,0.06734
ETH19319,Non-endemic,0.00243,0.00241,0.00237,0.00236,0.00234,0.0023,0.00226,0.0022,0.00213,0.00208,0.00204,0.00198,0.00192,0.00186,0.00179,0.00173,0.00166,0.00157,0.00156,0.00155,0.00154,0.00021,0.00021,2E-04,2E-04,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,0.00021,2E-04,2E-04,2E-04,2E-04,2E-04,2E-04,2E-04,0.00821,0.00864,0.00876,0.00858,0.00851,0.00838,0.00805,0.00775,0.00722,0.00692,0.00658,0.00631,0.00619,0.00583,0.00535,0.00498,0.0048,0.0043,0.00449,0.00459,0.00474
ETH19304,Non-endemic,0.00233,0.00231,0.00229,0.00228,0.00226,0.00224,0.0022,0.00217,0.00214,0.00211,0.00207,0.00202,0.00197,0.00192,0.00186,0.00182,0.00176,0.00171,0.00167,0.00163,0.00158,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,1E-04,0.00731,0.00732,0.00714,0.00702,0.00699,0.00681,0.00659,0.00645,0.00635,0.00615,0.006,0.00567,0.00552,0.00533,0.00512,0.00482,0.0046,0.00439,0.00443,0.00439,0.00431
MLI30005,Under surveillance,0.08084,0.08084,0.08082,0.08081,0.08078,0.08073,0.08066,0.08049,0.07823,0.0757,0.05188,0.03791,0.02807,0.02706,0.02638,0.02563,0.01781,0.01212,0.01161,0.011,0.01033,0.01856,0.0188,0.01901,0.01924,0.01941,0.01955,0.01968,0.01975,0.01934,0.01881,0.01156,0.00742,0.00474,0.00437,0.00401,0.00361,0.00207,0.00121,0.0011,0.00099,0.00088,0.20887,0.20852,0.20834,0.20805,0.20766,0.20748,0.20743,0.2072,0.20137,0.19533,0.14176,0.10922,0.08402,0.08221,0.08255,0.08277,0.0611,0.04413,0.04328,0.04213,0.04071
SDN53260,Unknown,0.00876,0.00866,0.00854,0.0084,0.00827,0.00813,0.00801,0.00784,0.00767,0.0075,0.00732,0.00714,0.00695,0.00674,0.00655,0.00629,0.006,0.00566,0.00542,0.00514,0.00484,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00067,0.00068,0.00067,0.00068,0.00068,0.00067,0.00066,0.00067,0.00066,0.00066,0.00066,0.00066,0.00066,0.00066,0.04292,0.04208,0.04134,0.04067,0.03988,0.0392,0.03859,0.03756,0.03699,0.03626,0.0355,0.03478,0.03405,0.03329,0.03261,0.03145,0.02999,0.02844,0.02722,0.02587,0.02453
ETH19281,Non-endemic,0.00258,0.00253,0.0025,0.00247,0.00244,0.00237,0.00235,0.00233,0.00229,0.00221,0.00212,0.00206,0.002,0.00191,0.00181,0.00172,0.00163,0.00157,0.0015,0.00146,0.0014,0.00031,0.00031,0.00031,0.00031,0.00031,0.00031,3E-04,0.00031,0.00031,0.00031,0.00031,0.00031,3E-04,3E-04,3E-04,0.00031,3E-04,3E-04,0.00031,0.00031,0.00031,0.01053,0.01023,0.01041,0.01015,0.00975,0.0097,0.00915,0.0089,0.00868,0.00856,0.00805,0.00776,0.0073,0.00642,0.00591,0.00541,0.00484,0.00438,0.00445,0.0045,0.00446
SEN40169,Non-endemic,0.02011,0.02002,0.01993,0.01982,0.0197,0.01957,0.01942,0.01924,0.01901,0.01877,0.0182,0.01753,0.01674,0.01584,0.01479,0.01369,0.01274,0.01169,0.01074,0.00989,0.00904,0.00089,0.00093,0.00093,0.00092,0.00093,0.00093,0.00093,0.00094,0.00094,0.00092,0.00093,0.00093,0.00091,0.00089,0.00084,0.00079,0.00075,0.00069,0.00064,0.00057,5E-04,0.06347,0.06312,0.06271,0.06221,0.0617,0.06122,0.06064,0.05998,0.05942,0.05878,0.05634,0.05365,0.05098,0.04813,0.04454,0.04096,0.03811,0.03499,0.03218,0.02976,0.02739
SEN40206,Requiring PC,0.39145,0.39192,0.39221,0.39284,0.39343,0.39374,0.39418,0.39475,0.3173,0.25555,0.19835,0.19929,0.1998,0.19916,0.14182,0.13756,0.12822,0.11564,0.07647,0.07598,0.07255,0.11408,0.11673,0.11856,0.12111,0.12276,0.12437,0.12592,0.12702,0.07587,0.04821,0.02908,0.0277,0.02621,0.02436,0.01428,0.01303,0.01081,0.00882,0.00433,0.00395,0.00341,0.76635,0.76487,0.7632,0.76214,0.76147,0.76006,0.75934,0.75854,0.68008,0.59907,0.50768,0.51314,0.51801,0.52069,0.40548,0.39745,0.37983,0.34986,0.24857,0.25217,0.24548
TCD10728,Non-endemic,0.00665,0.00654,0.00639,0.0062,0.00605,0.00591,0.00572,0.00556,0.0054,0.0052,0.005,0.00486,0.00466,0.00444,0.00424,0.00402,0.00381,0.00363,0.00361,0.00358,0.00353,0.00084,0.00084,0.00085,0.00084,0.00084,0.00084,0.00085,0.00085,0.00084,0.00085,0.00084,0.00085,0.00085,0.00086,0.00086,0.00085,0.00085,0.00084,0.00085,0.00084,0.00086,0.03163,0.03055,0.02953,0.02863,0.02749,0.02695,0.02615,0.02549,0.02477,0.02379,0.02294,0.02207,0.02134,0.02065,0.01989,0.01911,0.01846,0.01767,0.01755,0.01719,0.01701
ETH19326,Non-endemic,0.00271,0.00268,0.00265,0.00264,0.00261,0.00258,0.00254,0.00248,0.00244,0.00238,0.00233,0.00228,0.00222,0.00217,0.0021,0.00204,0.00198,0.0019,0.00186,0.00183,0.00179,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00017,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00016,0.00892,0.00881,0.00879,0.00865,0.00854,0.00825,0.00804,0.00777,0.00753,0.00728,0.00708,0.00683,0.00661,0.00631,0.00608,0.00574,0.00552,0.00519,0.00526,0.00527,0.00523
ETH19295,Non-endemic,0.0028,0.00278,0.00275,0.00274,0.00271,0.00269,0.00265,0.00261,0.00257,0.00253,0.00249,0.00243,0.00239,0.00232,0.00225,0.0022,0.00213,0.00206,0.00201,0.00197,0.00191,0.00013,0.00014,0.00013,0.00013,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00014,0.00916,0.00901,0.00893,0.00887,0.00866,0.00852,0.00843,0.00815,0.00798,0.00786,0.00763,0.00744,0.00725,0.00699,0.00665,0.0063,0.00609,0.00578,0.00574,0.00573,0.00568
SEN40177,Non-endemic,0.00937,0.00932,0.00928,0.00922,0.00915,0.00909,0.00901,0.00892,0.0088,0.00869,0.00844,0.00815,0.00779,0.00736,0.00688,0.00638,0.00591,0.00542,0.00497,0.00456,0.00416,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00013,0.00014,0.00013,0.00013,0.00013,0.00013,0.03143,0.03127,0.031,0.03074,0.03048,0.03024,0.02992,0.02957,0.02913,0.02867,0.02762,0.02646,0.02517,0.02389,0.02228,0.02063,0.01918,0.01763,0.01624,0.01503,0.01376
BFA53006,Under surveillance,0.13474,0.13497,0.1352,0.13544,0.1356,0.13577,0.13593,0.13587,0.13595,0.13571,0.13547,0.13506,0.13071,0.12937,0.12204,0.11433,0.10645,0.0987,0.09135,0.08609,0.07967,0.03511,0.03538,0.0356,0.03599,0.03615,0.03649,0.03657,0.0367,0.03666,0.0367,0.03665,0.03644,0.03547,0.03483,0.03333,0.03145,0.02943,0.02733,0.02508,0.02309,0.02094,0.3078,0.30767,0.30803,0.30801,0.30779,0.30812,0.30859,0.30853,0.30878,0.30904,0.30939,0.30909,0.30132,0.3002,0.28673,0.27294,0.25821,0.24452,0.2314,0.224,0.21282
TCD10692,Non-endemic,0.00387,0.00377,0.00366,0.00351,0.00341,0.00328,0.00313,0.00301,0.00288,0.00273,0.00256,0.00247,0.00229,0.00212,0.00198,0.00181,0.00167,0.00155,0.00157,0.00161,0.00162,8E-04,0.00079,8E-04,8E-04,8E-04,8E-04,8E-04,0.00081,8E-04,8E-04,8E-04,0.00081,0.00081,0.00082,0.00082,0.00081,0.00081,8E-04,0.00081,8E-04,0.00081,0.01775,0.0176,0.01677,0.01579,0.01541,0.01454,0.0139,0.0131,0.01226,0.01164,0.01083,0.01022,0.00952,0.00868,0.00777,0.00684,0.00624,0.00502,0.00594,0.00618,0.00646
